MASTERID,STRATUM,WT_A,income,logincome,region,numadults,numchildren,age,female,medicaid,insured,ownhome,educcat,racecat
77614674K,38,65.55212402,,,A,1,0,40,1,0,1,1,6,1
77617914C,101,105.365242,40000,10.59665973,S,2,0,48,0,0,1,1,5,3
77618609H,79,26.15794945,22000,9.998843186,R,1,0,26,0,0,1,0,7,3
77619409P,88,695.3408203,0,0,M,1,0,22,1,0,0,0,5,1
77619712F,76,35.40858841,,,A,1,3,33,1,1,1,0,3,1
77621423A,9,628.2168579,,,M,4,0,57,1,0,1,1,3,1
77621614F,9,98.28851318,62000,11.03490579,M,1,0,49,1,0,1,0,4,1
77623635J,29,95.9516983,55000,10.91510665,R,2,3,35,1,0,1,1,5,1
77624973L,87,260.7865906,,,M,3,0,46,1,0,1,0,4,2
77629585B,64,60.09071732,48000,10.77897712,R,2,1,52,0,0,1,1,6,1
77630496C,40,226.2458649,1200,7.090909822,S,1,1,53,1,1,1,0,5,2
77630957C,4,193.7985687,70000,11.15626481,R,3,0,46,1,0,1,1,4,1
77632589L,89,687.0886231,80000,11.28979441,M,2,2,31,0,0,1,1,4,1
77635565C,15,672.5356445,,,A,2,0,64,0,0,1,1,3,1
77636568F,79,38.41682816,28000,10.2399955,R,1,1,52,1,0,0,0,5,1
77637340B,90,646.7858887,18000,9.798182591,M,2,0,71,0,0,1,1,3,2
77638869A,33,39.16146851,19000,9.852246888,A,1,1,23,1,0,0,1,4,1
77640089G,98,95.47663879,30000,10.30898599,M,3,0,71,1,0,1,1,5,1
77640355L,46,83.15807343,,,M,1,3,30,1,1,1,0,5,1
77640590A,1,15.15251541,90000,11.40757606,A,2,3,37,1,0,1,1,5,1
77643281K,100,15.70394898,,,M,1,0,40,0,1,1,0,4,2
77644039C,88,139.0067749,200000,12.20607765,M,2,2,41,0,0,1,1,5,1
77644884F,54,13.29877949,30000,10.30898599,R,1,0,65,1,0,1,1,7,1
77644932C,94,132.0724335,,,M,2,3,34,1,1,1,1,5,1
77645498A,41,35.13653183,32000,10.37352243,A,1,0,49,1,0,1,1,6,1
77650459J,100,21.61317253,8500,9.047939083,M,1,0,67,1,0,1,0,8,1
77650875G,98,78.43086243,27000,10.20362918,S,1,0,52,1,0,1,1,6,1
77656940H,101,145.3777008,1680,7.427144133,M,2,2,52,1,0,0,0,1,3
77662578A,8,11.65207291,21600,9.980494889,A,1,0,84,1,0,1,1,4,1
77662673F,45,30.28561211,,,S,1,0,82,1,0,1,1,4,1
77662921A,64,33.68237305,7644,8.941807118,R,1,0,64,1,1,1,1,3,1
77664905F,89,128.3137054,79000,11.27721579,M,1,0,61,1,0,1,1,8,1
77665579C,27,673.3848877,70000,11.15626481,S,2,2,39,0,0,1,1,4,1
77669715K,11,44.47712326,50000,10.81979828,R,2,0,58,1,0,0,1,7,1
77671466C,6,41.62968826,70000,11.15626481,R,1,0,58,0,0,1,1,7,1
77675506B,86,336.9685364,50000,10.81979828,M,2,2,43,1,0,1,1,7,1
77685520F,68,314.611969,39000,10.57134257,A,1,0,24,0,0,1,0,4,1
77689194B,18,24.44185066,23000,10.04329297,R,1,0,55,1,0,1,0,5,1
77690336E,98,178.8069153,60000,11.00211651,M,2,0,46,0,0,1,1,4,1
77690510L,25,34.4061203,125000,11.73607702,A,2,0,53,1,0,1,1,8,1
77690655B,69,30.35968208,14000,9.546884035,R,1,0,77,1,0,1,1,4,1
77691997G,93,65.80123138,12000,9.392745259,M,1,0,50,1,0,1,1,4,1
77693916C,46,36.06568909,,,M,1,0,53,1,0,1,1,8,1
77695274B,68,61.36630249,,,A,2,0,54,0,0,1,1,4,1
77695764L,11,65.18766785,90000,11.40757606,R,2,3,38,1,0,1,1,8,1
77696709G,56,6.595502377,28000,10.2399955,A,1,0,70,1,0,1,1,7,1
77696794E,67,291.662384,,,R,2,0,83,0,0,1,1,3,1
77697588E,100,687.0886231,,,M,2,0,29,0,0,0,0,2,1
77697589H,95,176.1125183,77000,11.25157369,M,1,0,39,1,0,1,1,8,1
77699555L,14,266.6005249,35000,10.46313191,R,3,0,28,1,1,1,1,4,1
77702524A,83,369.8601074,1000,6.908754779,M,2,0,73,0,1,1,1,3,1
77703163C,91,92.83842468,30000,10.30898599,M,1,0,34,0,0,1,1,4,1
77705119B,72,99.18913269,28000,10.2399955,S,1,0,48,1,0,1,0,5,1
77705236G,72,210.4757843,200000,12.20607765,S,2,0,53,1,0,1,1,4,1
77706397C,92,128.6305695,19200,9.86271764,M,2,0,48,1,0,1,1,4,1
77708387B,59,232.3340454,60000,11.00211651,A,2,2,38,0,0,1,0,4,1
77709712H,41,93.24958038,25000,10.1266711,A,2,0,74,1,0,1,1,4,1
77709800C,64,35.30116653,75000,11.22525673,R,2,0,51,1,0,1,1,5,1
77709963C,97,59.51689529,8000,8.987321813,M,1,0,52,1,1,1,0,4,1
77712830L,30,42.01782608,7200,8.881975184,R,1,0,67,1,1,1,0,3,1
77714063E,85,76.06790161,75000,11.22525673,M,2,2,39,1,0,1,1,8,1
77714394F,86,673.3848877,40000,10.59665973,M,3,1,42,0,0,0,0,5,1
77719468L,90,419.2727356,50000,10.81979828,M,2,0,41,1,0,1,1,4,1
77720928H,71,236.2017975,95000,11.4616427,M,2,1,37,1,0,1,1,8,1
77721176H,19,31.31535149,,,R,1,0,85,1,0,1,0,4,1
77721412L,90,242.9879456,35000,10.46313191,M,1,0,61,0,0,1,0,7,2
77722386F,101,115.7023621,48000,10.77897712,S,2,3,42,0,0,1,1,7,3
77726413J,78,102.9395218,55000,10.91510665,A,3,2,47,1,0,1,1,7,1
77729465J,12,264.527771,95000,11.4616427,S,2,1,49,0,0,1,1,7,1
77730316H,83,472.5004273,,,M,2,2,58,0,0,1,1,8,1
77731184F,84,407.4158325,,,M,2,1,56,0,0,1,1,8,1
77738115L,103,672.5928955,38000,10.54536775,M,1,0,28,1,0,1,0,7,1
77739070A,83,406.8296814,300000,12.61154109,M,2,2,42,1,0,1,1,7,1
77741416G,36,10.51448441,100000,11.51293547,R,1,0,45,0,0,1,1,7,3
77742141J,85,278.0397034,7584,8.933927892,M,1,0,34,1,1,1,0,3,2
77744029F,44,62.23235703,50000,10.81979828,M,1,0,56,0,0,1,1,8,1
77745188G,95,291.665802,82000,11.31448672,M,2,0,69,0,0,1,1,5,1
77746653J,92,665.8416138,75000,11.22525673,M,4,0,51,0,0,1,1,4,1
77753920C,36,95.70902252,5000,8.517393171,R,2,0,46,0,0,1,1,4,1
77754425G,33,61.21358872,20000,9.903537551,A,2,0,56,1,0,0,1,3,1
77757859E,84,302.8044739,50000,10.81979828,M,2,0,58,0,0,1,1,8,1
77763545C,19,75.44289398,50000,10.81979828,R,2,0,74,1,0,1,1,7,1
77763954C,84,94.85699463,55000,10.91510665,M,1,0,25,1,0,1,0,8,2
77764740K,11,44.47712326,36000,10.491302,R,2,0,57,1,0,1,1,6,1
77765538A,81,124.9213257,100000,11.51293547,S,2,0,56,0,0,1,1,8,1
77767472J,9,321.5273132,,,M,3,0,56,1,0,1,0,4,2
77767671C,79,113.1136627,32000,10.37352243,R,2,0,68,0,0,1,1,4,1
77769620A,30,39.05334091,58000,10.96821553,R,2,0,45,1,0,1,1,7,1
77770975J,7,52.53160095,20000,9.903537551,A,1,0,66,1,0,1,0,6,1
77773921L,88,84.65763855,23000,10.04329297,M,1,1,53,1,0,0,0,4,2
77776320B,97,695.3408203,1400,7.244941546,M,2,1,24,1,1,1,0,6,1
77776689J,15,91.67928314,85000,11.3504183,A,2,0,49,1,0,1,1,6,1
77778423G,91,260.5307007,,,M,2,0,53,0,1,1,0,4,1
77779958L,92,203.0284271,50000,10.81979828,M,2,0,67,1,0,1,0,5,1
77780301L,102,232.280777,16800,9.729193687,R,2,0,36,1,1,1,1,6,4
77782970G,9,216.3977814,7824,8.965079015,M,2,1,48,1,1,1,0,4,1
77784276H,71,106.9257889,20000,9.903537551,M,1,0,81,1,0,1,1,4,1
77784718G,9,73.038414,,,M,1,0,78,1,0,1,1,4,1
77793231X,98,687.0886231,50000,10.81979828,M,3,0,32,0,0,1,1,4,1
77795168H,10,23.9870224,24,3.218875825,A,1,0,85,1,0,1,1,4,1
77795357F,1,19.55893517,,,A,2,0,58,0,0,0,1,4,1
77798198H,5,33.10018539,29000,10.27508559,A,1,0,57,1,0,1,1,6,1
77798509C,9,285.0367737,,,M,2,0,77,0,0,1,1,4,1
77808544B,7,98.94465637,,,A,2,0,60,1,0,1,1,4,1
77810286B,95,409.0814819,60000,11.00211651,M,2,1,53,0,0,1,1,6,1
77812004J,58,47.92300034,80000,11.28979441,R,2,1,25,0,0,1,1,7,1
77815329C,51,84.9413681,15780,9.666561964,S,1,0,64,1,0,0,0,5,1
77821687A,66,51.60578919,13560,9.514953305,A,1,0,77,1,0,1,1,4,1
77822202H,76,16.60888863,39000,10.57134257,A,2,3,35,1,0,1,1,5,1
77824488F,89,433.933136,,,M,1,0,51,0,1,1,0,2,1
77824776K,84,208.0393677,10000,9.210440367,M,1,4,34,1,1,1,0,5,2
77834004J,9,452.2698364,70000,11.15626481,M,2,1,28,0,0,1,1,5,1
77838503B,11,66.71568298,75000,11.22525673,R,3,0,60,1,0,1,1,8,1
77844492J,44,32.21718216,70000,11.15626481,M,1,0,64,0,0,1,1,8,1
77846144J,95,191.1500855,,,M,1,0,83,1,0,1,0,4,1
77847202U,98,49.38533783,,,M,1,0,85,1,0,1,1,5,1
77857024F,97,54.46683502,41000,10.62135174,M,1,0,66,1,0,1,1,4,1
77858634K,13,30.98994446,28000,10.2399955,A,1,0,46,1,0,1,1,7,1
77860766J,103,588.3891602,40000,10.59665973,M,3,0,27,1,0,0,1,4,2
77861746H,85,82.9434433,11000,9.305741457,M,2,1,58,1,1,1,1,6,2
77863929G,71,411.4945374,60000,11.00211651,M,3,2,49,0,0,1,1,6,1
77864885L,35,37.76667023,30000,10.30898599,A,1,0,45,0,0,0,1,4,1
77865059B,20,628.2952271,255000,12.44902275,S,4,0,54,0,0,1,1,7,1
77865128H,84,64.86374664,40000,10.59665973,M,1,5,52,1,0,1,0,6,2
77865635L,17,67.10784149,,,R,2,0,69,0,0,1,1,8,1
77867532J,15,156.0592499,54000,10.89675784,A,2,0,60,0,0,1,1,5,1
77869334B,73,222.4613953,,,A,2,2,26,1,0,0,0,4,1
77870811E,58,51.98830032,19000,9.852246888,R,3,1,51,0,0,1,0,5,1
77871621G,94,14.81517029,,,M,2,0,68,1,1,1,0,4,2
77871682A,35,42.72422028,,,A,2,2,44,1,0,1,0,5,1
77877161H,97,71.16950989,3600,8.188966864,M,1,0,40,0,1,1,0,4,2
77879208A,103,614.2763672,0,0,M,2,0,28,1,0,0,0,4,2
77882455A,9,190.9039002,,,M,2,0,57,1,0,1,1,4,1
77882643G,93,71.06072998,52000,10.85901823,M,2,0,51,1,0,1,1,6,1
77883863A,88,65.38889313,,,A,1,0,76,1,0,1,1,3,2
77884328G,57,168.2762146,,,R,2,0,70,1,0,1,1,3,1
77887206G,55,130.3128662,,,A,2,0,72,1,0,1,1,4,1
77887378L,89,166.4653015,,,M,1,0,49,1,0,1,0,6,1
77889132B,44,26.05121231,130000,11.77529742,M,2,0,56,1,0,1,1,4,1
77889881H,18,211.0439148,75000,11.22525673,R,3,0,25,1,0,1,1,4,1
77889914G,51,64.57299805,,,S,1,0,77,1,0,1,1,4,1
77891264A,27,227.2899628,31000,10.34177474,S,1,2,30,1,1,1,1,4,1
77892829F,86,140.1498413,80000,11.28979441,M,1,0,75,1,0,1,1,8,1
77898491B,95,113.6634216,48000,10.77897712,M,1,0,45,0,0,1,1,4,1
77905015K,82,10.54828453,100000,11.51293547,R,2,1,36,1,0,1,1,7,3
77905085J,45,103.1018982,80000,11.28979441,S,2,2,34,1,0,1,1,6,1
77908850C,92,284.920044,7200,8.881975184,M,1,0,57,1,0,0,0,3,1
77909184G,65,170.4829254,90000,11.40757606,M,2,0,57,1,0,1,1,5,1
77909466F,28,68.94189453,28000,10.2399955,A,2,2,39,1,0,1,1,7,1
77909501H,45,30.28561211,,,S,1,0,73,1,0,1,1,4,1
77909863B,102,370.5458069,153000,11.93819974,S,3,0,57,1,0,1,1,8,4
77914558F,33,36.37724686,,,A,2,0,50,0,0,1,1,4,1
77916340B,46,16.33994675,,,M,1,0,84,1,0,1,1,5,1
77916764E,68,22.38383675,,,A,1,0,48,1,1,1,1,5,1
77917789G,34,78.70884705,25000,10.1266711,A,2,2,39,1,0,0,0,4,1
77920508F,53,29.05822945,10800,9.287394001,A,4,0,52,1,0,1,1,4,1
77920656C,86,316.4603577,80000,11.28979441,M,2,0,61,1,0,1,1,4,1
77923928E,89,170.2672119,,,M,1,0,75,1,0,1,1,4,1
77929217K,55,65.15643311,19000,9.852246888,A,1,0,78,1,0,1,1,4,1
77929729H,87,74.12756348,43280,10.67546902,M,1,0,28,0,0,1,0,7,3
77930555J,66,66.57713318,25000,10.1266711,A,2,0,49,0,0,1,0,4,1
77930862C,100,55.58944321,43000,10.66897865,M,2,3,41,1,0,1,1,6,2
77935878C,1,4.446706772,10884,9.295140974,A,1,0,56,0,1,1,0,4,1
77936934F,86,154.670044,12000,9.392745259,M,1,0,57,1,0,0,1,5,1
77939246E,99,50.33152008,85000,11.3504183,M,1,0,65,1,0,1,1,7,1
77939958L,98,94.00439453,20000,9.903537551,M,3,0,59,0,1,1,1,4,1
77947820H,71,137.1648407,,,M,1,1,55,0,0,1,1,8,1
77950041J,35,16.29036522,7644,8.941807118,A,1,0,50,1,1,1,0,4,1
77952842K,59,81.13960266,122000,11.71178452,A,2,2,40,0,0,1,1,7,1
77953571C,100,27.38645554,22000,9.998843186,M,1,0,55,1,0,1,1,4,1
77954496G,24,30.17572594,35000,10.46313191,S,2,1,47,1,0,1,1,5,1
77956036E,51,59.32735443,51000,10.83960052,S,1,0,65,1,0,1,1,8,1
77956499A,101,97.12665558,,,S,1,0,18,1,0,0,0,4,3
77957805F,67,84.11520386,100000,11.51293547,R,3,2,50,1,0,1,1,8,1
77958305C,90,145.2958527,492500,13.10725177,M,1,0,90,1,0,1,1,4,1
77959157K,49,13.33285904,0,0,A,1,0,40,1,0,0,0,4,1
77959660L,16,82.34468079,110000,11.60824474,A,2,0,55,0,0,1,1,4,1
77960824B,41,69.3631897,10572,9.266058861,A,1,0,41,1,1,1,0,4,1
77961021E,55,69.70082092,,,A,2,0,76,0,0,1,1,4,1
77961046C,46,29.71855354,70000,11.15626481,M,2,2,35,1,0,1,1,7,3
77972257A,1,6.85936594,40000,10.59665973,A,1,0,80,1,0,1,1,4,1
77977244L,19,92.75063324,0,0,R,1,2,34,1,1,1,0,3,2
77981666F,95,611.7251587,110000,11.60824474,M,2,0,54,0,0,1,1,4,1
77988759H,64,38.4540596,60000,11.00211651,R,2,3,43,1,0,1,1,8,1
77988830F,50,59.35214615,80000,11.28979441,R,2,0,57,0,0,1,1,8,1
77990148G,1,23.35147286,57000,10.95082409,A,2,1,30,1,0,1,1,7,1
77990860K,15,91.67928314,90000,11.40757606,A,2,0,57,1,0,1,1,8,1
77992883J,86,588.1872559,200000,12.20607765,M,2,2,39,1,0,1,0,8,1
77992886H,65,221.1727295,15000,9.615872145,M,2,0,59,1,0,1,0,5,1
77994971Z,85,128.7058258,40000,10.59665973,S,1,0,58,1,0,1,1,7,1
77997034K,87,79.57314301,2000,7.601402335,M,1,0,44,0,0,0,0,6,2
77997127L,72,210.4757843,,,S,2,0,54,1,0,0,1,4,1
77997279L,33,9.481847763,,,A,1,0,82,1,0,1,1,4,1
77998213C,44,68.84548187,35000,10.46313191,M,2,1,44,0,0,1,1,7,1
78001452E,81,48.69072342,41000,10.62135174,S,1,0,65,1,0,1,1,4,1
78010649L,79,60.239048,70000,11.15626481,R,2,0,49,1,0,1,1,6,1
78011607K,8,19.14691925,35000,10.46313191,A,2,0,73,1,0,1,1,4,1
78013992L,67,77.18661499,45000,10.71443999,R,2,2,46,1,0,1,1,4,1
78014020H,87,76.03845215,30000,10.30898599,M,1,0,71,1,0,1,1,8,1
78014975J,62,313.0054016,90000,11.40757606,S,1,0,58,0,0,1,1,7,1
78018947F,102,392.2449951,60000,11.00211651,M,4,0,25,1,0,0,1,7,4
78019264L,11,42.47377777,50000,10.81979828,R,1,0,86,0,0,1,1,4,1
78019341G,103,687.0886231,35000,10.46313191,R,1,2,34,0,0,0,0,5,1
78024723G,94,41.98353577,6552,8.787678239,M,4,1,65,1,1,1,1,4,1
78027900L,33,85.00637054,,,A,1,0,40,0,0,1,1,4,1
78028693J,10,40.91392136,,,A,2,0,35,0,0,1,1,8,1
78029264H,83,547.7995606,,,M,2,0,86,1,0,1,0,3,2
78029638E,10,95.06375885,12000,9.392745259,A,2,2,30,1,1,1,0,4,1
78031304H,99,132.6901856,60000,11.00211651,M,2,0,44,0,0,1,1,8,1
78033512B,73,26.2868309,19200,9.86271764,R,1,0,65,1,0,1,1,4,2
78034654J,55,99.52112579,21000,9.952325335,A,1,4,30,1,1,1,1,4,1
78036893H,41,35.13653183,35000,10.46313191,A,1,0,62,1,0,1,1,8,1
78038496G,64,86.38551331,53000,10.87806606,R,2,0,37,0,0,1,1,8,1
78041043B,71,78.7339325,28000,10.2399955,M,2,2,42,1,0,1,1,6,1
78043109H,39,68.26702881,102000,11.5327379,R,2,1,49,1,0,1,1,8,1
78047306J,46,13.29945946,,,M,1,0,86,1,0,1,1,5,3
78048133F,9,161.3437347,,,M,2,1,42,1,0,1,1,8,1
78049494L,98,153.0391693,55000,10.91510665,M,4,3,43,1,0,1,1,5,1
78052316H,103,673.3848877,36000,10.491302,M,1,0,42,0,0,1,1,6,1
78054034E,91,104.0819321,25000,10.1266711,M,1,0,40,0,0,1,1,4,2
78063056J,90,99.21598053,25000,10.1266711,M,1,0,82,1,0,1,1,5,1
78064508H,4,62.27712631,,,R,1,0,73,1,0,1,1,4,1
78064969J,13,52.02396774,85000,11.3504183,A,1,1,34,1,0,1,1,8,1
78068541G,33,6.4747262,22000,9.998843186,A,1,0,77,1,0,1,1,5,1
78068701G,7,82.31851959,,,A,2,0,59,0,0,1,1,8,1
78070013K,101,77.55673981,25000,10.1266711,M,1,4,29,1,1,1,0,4,3
78072048A,9,113.6431732,210000,12.25486757,M,3,2,51,1,0,1,1,4,1
78072917J,95,409.0814819,85000,11.3504183,M,2,0,60,0,0,1,1,5,1
78073036A,5,161.9989777,24000,10.08585078,A,2,0,40,0,0,1,1,8,1
78074033F,44,21.25108147,0,0,M,1,2,45,1,0,0,0,6,2
78075609K,48,672.3919067,57000,10.95082409,S,3,2,49,1,0,1,1,6,1
78076421E,89,655.2584839,,,M,3,0,46,0,0,1,1,7,1
78076941C,16,29.3127861,50000,10.81979828,A,2,0,68,1,0,1,1,5,1
78079436F,71,30.88549042,,,M,2,0,32,1,0,1,1,8,3
78081064H,88,56.30754089,20000,9.903537551,M,1,3,28,1,1,1,0,4,2
78087690J,46,78.06282044,,,A,3,1,46,1,0,1,1,8,1
78093286J,44,116.7596893,15600,9.655090294,M,2,0,78,1,0,1,1,3,1
78097775F,57,68.98202515,60000,11.00211651,R,2,2,37,1,1,1,1,5,1
78103381J,17,140.7485962,35000,10.46313191,R,2,0,63,0,0,1,1,4,1
781048051,103,353.2437439,100000,11.51293547,M,2,0,80,0,0,1,1,7,1
78106859F,33,18.96369553,24000,10.08585078,A,2,0,71,1,0,1,1,4,1
78107153H,8,77.58778381,65000,11.08215793,A,2,2,28,1,0,1,0,7,4
78109607F,103,338.9146423,0,0,M,4,0,18,0,0,0,0,3,3
78110980H,88,93.36396027,,,M,1,0,71,1,1,1,0,2,2
78111268H,85,11.8299036,12000,9.392745259,M,1,3,50,1,1,1,0,6,2
78111775L,22,286.5067139,60000,11.00211651,S,1,1,41,0,0,1,1,5,1
78114608L,103,695.3408203,,,S,4,2,19,1,0,1,1,5,1
781159814,103,671.6135864,210000,12.25486757,S,2,2,38,0,0,1,1,7,1
78118269A,23,64.06337738,40000,10.59665973,R,2,2,37,1,0,1,1,4,1
78118720A,83,368.3340454,,,M,2,0,79,1,0,1,1,4,1
78121297B,89,204.1202393,30000,10.30898599,M,1,0,77,1,0,1,0,4,1
78122143K,79,73.44126129,,,R,2,0,80,1,0,1,1,8,1
78122327F,88,33.83560944,38500,10.55843949,M,1,0,60,1,0,1,1,4,2
78122737J,101,52.682621,10000,9.210440367,M,1,0,57,0,0,0,1,3,3
78124432B,17,142.4275513,60000,11.00211651,R,2,1,31,1,0,1,1,4,1
78124575J,98,154.4327698,70000,11.15626481,M,3,0,42,1,0,1,1,5,1
78124857H,83,472.5004273,,,M,2,0,62,0,0,1,1,7,1
78132676A,92,186.9026489,85000,11.3504183,M,2,0,48,1,0,1,1,7,1
78138410A,68,37.94342804,90000,11.40757606,A,2,1,48,1,0,1,1,4,1
78138464J,9,237.2438355,95000,11.4616427,M,2,0,45,0,0,1,1,7,2
78139510C,3,48.79676437,12600,9.441531455,R,1,0,71,1,0,1,0,4,1
78139757L,40,329.2835999,12000,9.392745259,S,1,0,87,1,0,1,1,4,1
78141014C,99,138.0231018,54000,10.89675784,M,2,0,61,0,0,1,1,4,1
78142314C,101,117.4662323,125000,11.73607702,M,3,0,50,0,0,1,1,4,3
78147255L,101,112.0590973,40000,10.59665973,M,2,0,48,1,0,1,1,4,3
78151890G,46,602.9344482,26664,10.19110712,M,5,0,40,0,0,1,1,4,1
78152020J,1,86.01921845,,,A,3,1,20,0,0,1,1,5,3
78155961K,46,95.71548462,12000,9.392745259,M,2,0,76,1,0,1,1,4,1
78157787K,71,309.9838562,,,M,2,0,46,1,0,1,1,7,4
78159965C,94,39.18309021,7464,8.91798071,M,2,0,36,0,1,1,1,4,2
78160672E,73,39.95310974,38000,10.54536775,A,1,0,66,1,0,1,1,4,1
78160784G,38,152.2671967,85000,11.3504183,A,2,1,56,0,0,1,1,7,1
78161666B,21,81.53500366,125000,11.73607702,R,2,0,63,1,0,1,0,5,1
78162931G,86,307.7541809,,,M,2,1,35,1,0,0,0,3,3
78163619B,90,361.5852661,30000,10.30898599,M,1,0,52,0,0,1,0,4,1
78163623A,15,156.0592499,70000,11.15626481,A,2,1,46,0,0,1,1,8,1
78163629K,93,55.68678284,20000,9.903537551,M,1,2,37,1,1,1,1,6,1
78165539C,101,291.3799744,,,M,3,1,21,1,0,0,0,3,3
78167906F,46,136.4625397,20000,9.903537551,M,2,0,60,0,0,1,1,4,1
78173105F,71,307.8000488,45000,10.71443999,M,2,0,68,0,0,1,1,4,1
78173786J,103,687.0886231,48000,10.77897712,S,1,0,26,0,0,1,0,7,1
78180543A,47,149.5445252,4100,8.318986125,R,2,3,30,1,0,1,1,4,1
78185687F,33,14.29107761,,,A,2,0,57,1,0,1,1,6,1
78186796A,33,15.11680508,35000,10.46313191,A,1,1,50,1,0,1,1,5,1
78190538G,85,144.4062653,60000,11.00211651,M,1,2,44,0,0,1,1,8,1
78195059C,19,188.057312,70000,11.15626481,R,2,0,31,1,0,0,1,7,1
78196085F,58,160.8784485,60000,11.00211651,R,3,0,48,0,0,1,1,4,1
78196915H,101,52.682621,,,M,1,3,45,0,0,1,1,7,3
78199823J,103,291.0586243,75000,11.22525673,M,2,0,60,1,0,1,1,8,1
78200694A,51,376.0635376,40000,10.59665973,S,3,2,44,1,0,1,1,4,1
78200965L,85,50.12021637,40000,10.59665973,M,2,0,82,1,0,1,1,5,2
78201434E,46,44.28091431,35000,10.46313191,A,1,0,70,0,0,1,0,4,1
78203915E,54,191.9724274,46000,10.73641841,R,3,0,46,0,0,1,1,4,1
78204170B,97,37.19294357,,,M,1,0,65,1,0,1,1,7,1
78205094B,87,322.0018311,9852,9.195531256,M,3,0,62,1,1,1,1,2,1
78208292C,97,47.51872635,130000,11.77529742,R,4,1,45,1,0,1,1,6,2
78213116B,73,68.00657654,85000,11.3504183,A,2,0,29,1,0,1,1,8,1
78216067L,100,67.28633881,9444,9.15324078,M,1,0,59,0,1,1,0,3,1
78216823B,8,27.08563042,,,A,1,0,77,1,0,1,1,3,1
78220616F,18,67.27396393,22000,9.998843186,R,2,0,65,1,0,1,1,4,1
78221024F,40,329.2835999,55000,10.91510665,S,1,0,70,1,0,1,1,4,1
78221778F,101,54.02467728,7836,8.966611387,M,1,0,58,1,0,1,0,2,3
78222893G,51,233.8341675,55000,10.91510665,S,2,0,60,1,0,1,0,4,1
78223095C,1,5.169231415,55000,10.91510665,A,1,0,60,1,0,1,1,5,1
78224416K,57,113.1027756,50000,10.81979828,R,2,0,66,0,0,1,1,4,1
78227143C,103,222.2312622,100000,11.51293547,M,2,0,52,1,0,1,1,4,1
78228865K,48,391.0705872,50000,10.81979828,S,1,2,48,0,0,1,1,5,1
78230381K,77,215.9260407,275000,12.52453001,M,2,2,47,0,0,1,1,8,1
78232539B,29,45.05600357,30000,10.30898599,R,1,0,52,1,0,0,1,4,1
78233979K,34,198.6591797,40000,10.59665973,A,3,0,41,0,0,1,1,4,1
78234516F,87,71.8914032,53000,10.87806606,R,1,0,55,0,0,1,1,5,1
78240457B,44,26.05121231,7000,8.853808275,M,1,0,57,1,0,1,1,4,1
78243194C,44,171.5501709,23000,10.04329297,M,4,0,61,1,0,0,0,3,1
78244928A,77,204.7423096,80000,11.28979441,R,2,0,64,0,0,1,0,8,1
78249646H,85,95.25589752,14500,9.581972892,M,1,0,76,0,1,1,0,3,2
78252101F,38,89.45158386,,,A,2,0,52,1,0,1,1,6,1
78255853J,103,287.1954041,90000,11.40757606,A,2,0,77,0,0,1,1,4,1
78257054F,41,67.27136993,,,A,1,0,40,1,0,0,1,4,1
78257383L,17,64.97348023,19000,9.852246888,R,1,0,55,1,0,1,1,3,1
78259835B,47,79.91246033,,,R,2,0,63,1,0,1,1,4,1
78259881F,29,695.3408203,40000,10.59665973,R,2,0,24,1,0,1,1,5,1
78259891B,74,150.4290772,,,S,2,0,47,0,0,1,1,6,1
78262459J,38,141.9909058,200000,12.20607765,A,1,0,38,0,0,1,0,7,1
78262683K,93,59.99326706,7632,8.940236232,M,1,0,60,1,1,1,0,4,2
78263434B,65,179.191391,47000,10.75792416,M,2,0,68,1,0,1,1,4,2
78265426H,103,418.5074463,20000,9.903537551,M,2,0,84,0,0,1,1,7,1
78270820H,70,153.1774139,7200,8.881975184,R,2,0,50,0,1,1,0,3,1
78271697B,84,38.90460587,26000,10.16589028,M,1,0,68,1,0,1,1,7,1
78273900A,99,138.0231018,80000,11.28979441,M,2,0,45,0,0,1,1,4,1
78274405E,49,25.23005104,,,A,2,2,59,1,0,1,1,3,1
78279167L,34,34.98972321,20327,9.919754525,A,1,0,62,0,0,1,0,6,1
78279616H,103,256.8044434,17000,9.741027445,R,1,0,61,1,0,1,1,3,1
78283582E,73,70.7586441,19000,9.852246888,A,1,0,64,1,0,0,1,3,1
78285564B,18,48.32324982,,,R,2,2,40,1,0,1,1,4,1
78286769J,98,102.3683548,,,S,1,0,73,1,0,1,1,5,1
78286920A,4,48.47287369,18000,9.798182591,R,1,0,74,0,1,1,1,4,1
78287332C,83,672.5356445,,,M,2,0,51,0,0,1,1,4,1
78288702A,55,125.5985565,40000,10.59665973,A,1,1,54,0,0,1,1,4,2
78290606H,79,95.62041473,,,R,1,0,35,0,0,1,0,7,1
78293381L,81,148.7422028,30000,10.30898599,S,2,3,27,1,1,1,1,4,1
78294549H,28,40.38759232,40000,10.59665973,A,2,2,33,1,0,1,1,4,1
78295005F,95,116.2353058,36000,10.491302,M,1,0,61,1,1,1,1,4,2
78295777C,36,153.7287598,50000,10.81979828,R,2,3,37,1,0,1,1,4,1
78295883H,86,673.3848877,200000,12.20607765,M,2,1,36,0,0,1,1,8,1
78298964E,12,343.3267822,57000,10.95082409,S,2,3,30,1,0,1,0,7,2
